design_id,paper_id,task_family,task_name,label_semantics,class_cardinality,class_type,dataset_ids,scheme_ids,training_description,validation_description,test_description,split_design_primary,split_design_secondary,split_unit,split_grouping,eligibility_status,exclusion_reason,evidence_ids
DES0198,P17610,endpoint_or_platform_identification,YouTube TCP/TLS laboratory-to-home user-platform classification,"YouTube-specific device, operating-system, and software-agent combinations",15,multiclass,DS-P17610-CHLO,SCH0464,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,,,laboratory-source to independent-home-target holdout,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2364 | EVD2365 | EVD2366 | EVD2367 | EVD2368 | EVD2369 | EVD2370
DES0199,P17610,endpoint_or_platform_identification,Netflix TCP/TLS laboratory-to-home user-platform classification,"Netflix-specific device, operating-system, and software-agent combinations",12,multiclass,DS-P17610-CHLO,SCH0461,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,,,laboratory-source to independent-home-target holdout,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2371 | EVD2372 | EVD2373 | EVD2374 | EVD2375 | EVD2376 | EVD2377
DES0200,P17610,endpoint_or_platform_identification,Disney+ TCP/TLS laboratory-to-home user-platform classification,"Disney+-specific device, operating-system, and software-agent combinations",12,multiclass,DS-P17610-CHLO,SCH0462,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,,,laboratory-source to independent-home-target holdout,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2378 | EVD2379 | EVD2380 | EVD2381 | EVD2382 | EVD2383 | EVD2384
DES0201,P17610,endpoint_or_platform_identification,Amazon Prime Video TCP/TLS laboratory-to-home user-platform classification,"Amazon Prime Video-specific device, operating-system, and software-agent combinations",13,multiclass,DS-P17610-CHLO,SCH0463,The provider-specific model is trained on the laboratory corpus and evaluated on independently captured home traffic from the same complete provider-specific platform scheme.,,,laboratory-source to independent-home-target holdout,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2385 | EVD2386 | EVD2387 | EVD2388 | EVD2389 | EVD2390 | EVD2391
DES0202,P17815,semantic_inference,Matched-condition encrypted-DNS website classification,website identity,1500,multiclass,DS-P17815-ENCRYPTED-DNS,SCH0466,Training: Nine sample folds from LOC1. Testing: Remaining LOC1 sample fold.,,,pooled_kfold_or_cross_validation,,action_or_visit,see_dimension_specific_rq2_decisions,eligible,,EVD2392 | EVD2393 | EVD2394 | EVD2395 | EVD2396 | EVD2397
DES0203,P17815,semantic_inference,Two-week interval temporal transfer matrix,website identity,1500,multiclass,DS-P17815-ENCRYPTED-DNS,SCH0466,Training: One complete two-week interval. Testing: A distinct two-week interval from the same ten-week campaign.,,,pairwise_period_transfer_matrix,,session_or_trace,see_dimension_specific_rq2_decisions,eligible,,EVD2398 | EVD2399 | EVD2400 | EVD2401 | EVD2402 | EVD2403
DES0204,P17815,semantic_inference,Cross-location/resolver/platform transfer,website identity,700,multiclass,DS-P17815-ENCRYPTED-DNS,SCH0465,Training: Samples from one reported environment. Testing: Samples from a different environment.,,,condition_holdout_non_temporal,,session_or_trace,see_dimension_specific_rq2_decisions,eligible,,EVD2404 | EVD2405 | EVD2406 | EVD2407 | EVD2408 | EVD2409
DES0205,P18222,security_state_classification,DoHBrw malicious-flow detection,normal DoH versus malicious DoH,2,binary,DS-CIRA-CIC-DOHBRW-2020,SCH0468,A small labeled training subset is sampled from first-day set T1 and the complete later set T2 is used for testing under each training-size and label-noise setting.,,,first-day source to later-days target,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2410 | EVD2411 | EVD2412 | EVD2413 | EVD2414 | EVD2415 | EVD2416
DES0206,P18222,security_state_classification,IDS malicious-flow detection,normal TLS versus malicious TLS,2,binary,DS-CIC-INVES-ANDMAL-2019 | DS-CSE-CIC-IDS-2018,SCH0467 | SCH0469,Encrypted CSE-CIC-IDS2018 flows and CIC-InvesAndMal2019 malicious TLS flows form the complete binary task. Training uses T1 and testing uses T2.,,,first-day source to later-days target,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2417 | EVD2418 | EVD2419 | EVD2420 | EVD2421 | EVD2422 | EVD2423
DES0207,P18222,security_state_classification,IDS-to-DoHBrw evolved-malware detection,normal TLS versus malicious TLS,2,binary,DS-CIC-INVES-ANDMAL-2019 | DS-CIRA-CIC-DOHBRW-2020 | DS-CSE-CIC-IDS-2018,SCH0467 | SCH0468 | SCH0469,The IDS training set is retained while later malicious DoHBrw samples are assigned to the test set to create the paper's IDS/DoHBrw evolution design.,,,earlier IDS source to later combined IDS and DoHBrw target,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2424 | EVD2425 | EVD2426 | EVD2427 | EVD2428 | EVD2429 | EVD2430
DES0208,P38868,semantic_inference,Campus application classification,six named applications plus other,7,multiclass,DS-P38868-CATO-CAMPUS-APP-TRAFFIC,SCH0470,"Training: Four-fifths of the campus flow records, with nested folds for pipeline optimization. Testing: Final 20% flow holdout from the same corpus.",,,pooled_kfold_or_cross_validation,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2431 | EVD2432 | EVD2433 | EVD2434 | EVD2435 | EVD2436
DES0209,P39015,security_state_classification,EncMal2021 malware-family classification,malware family,20,multiclass,DS-P39015-ENCMAL2021,SCH0474,Training: Eighty-percent sample partition. Testing: Twenty-percent partition from the same corpus.,,,pooled_random_or_stratified_split,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2437 | EVD2438 | EVD2439 | EVD2440 | EVD2441 | EVD2442
DES0210,P39015,security_state_classification,CIC-AndMal2019 malware-family classification,malware family,42,multiclass,DS-CIC-INVES-ANDMAL-2019,SCH0473,Training: Eighty-percent sample partition. Testing: Twenty-percent partition from the same corpus.,,,pooled_random_or_stratified_split,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2443 | EVD2444 | EVD2445 | EVD2446 | EVD2447 | EVD2448
DES0211,P39015,security_state_classification,EncMal2021 TLS malware detection,benign TLS versus malicious TLS,2,binary,DS-P39015-ENCMAL2021,SCH0471,The paper evaluates a binary benign-versus-malicious label view separately from its malware-family experiment.,,,paper-reported random train-test split,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2449 | EVD2450 | EVD2451 | EVD2452 | EVD2453 | EVD2454
DES0212,P39015,security_state_classification,CIC-AndMal2019 TLS malware detection,benign TLS versus malicious TLS,2,binary,DS-CIC-INVES-ANDMAL-2019,SCH0472,The paper evaluates a binary benign-versus-malicious label view separately from its malware-family experiment.,,,paper-reported random train-test split,,flow,see_dimension_specific_rq2_decisions,eligible,,EVD2455 | EVD2456 | EVD2457 | EVD2458 | EVD2459 | EVD2460
DES0213,P39111,security_state_classification,Matched TLS 1.2 C2 detection,legitimate TLS versus C2 TLS,2,binary,DS-MALWARE-TRAFFIC-ANALYSIS-NET | DS-P39111-METASPLOIT-2024 | DS-P39111-TRANCO-2024,SCH0475 | SCH0476 | SCH0478,C-Cert and C-Behav are trained on labeled TLS 1.2 legitimate and C2 traffic and evaluated on held-out TLS 1.2 traffic.,,,TLS 1.2 training and TLS 1.2 testing,,TLS connection,see_dimension_specific_rq2_decisions,eligible,,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466
DES0214,P39111,security_state_classification,TLS 1.2-to-TLS 1.3 C2 detection,legitimate TLS versus C2 TLS,2,binary,DS-CIRA-CIC-DOHBRW-2020 | DS-MALWARE-TRAFFIC-ANALYSIS-NET | DS-P39111-METASPLOIT-2024 | DS-P39111-TRANCO-2024,SCH0475 | SCH0476 | SCH0477 | SCH0478,The same C-Cert and C-Behav classifiers trained only on TLS 1.2 are evaluated on labeled legitimate and C2 TLS 1.3 connections.,,,TLS 1.2 source to TLS 1.3 target,,TLS connection,see_dimension_specific_rq2_decisions,eligible,,EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
DES0215,P39132,semantic_inference,Tranco domain fingerprinting,domain identity,6472,multiclass,DS-P39132-PROTOCOL-WF,SCH0480,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,,,pooled_kfold_or_cross_validation,,action_or_visit,see_dimension_specific_rq2_decisions,eligible,,EVD2473 | EVD2474 | EVD2475 | EVD2476 | EVD2477 | EVD2478
DES0216,P39132,semantic_inference,Wikipedia page fingerprinting,Wikipedia page identity,1455,multiclass,DS-P39132-PROTOCOL-WF,SCH0482,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,,,pooled_kfold_or_cross_validation,,action_or_visit,see_dimension_specific_rq2_decisions,eligible,,EVD2479 | EVD2480 | EVD2481 | EVD2482 | EVD2483 | EVD2484
DES0217,P39132,semantic_inference,9GAG page fingerprinting,9GAG page identity,2326,multiclass,DS-P39132-PROTOCOL-WF,SCH0479,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,,,pooled_kfold_or_cross_validation,,action_or_visit,see_dimension_specific_rq2_decisions,eligible,,EVD2485 | EVD2486 | EVD2487 | EVD2488 | EVD2489 | EVD2490
DES0218,P39132,semantic_inference,IMDb page fingerprinting,IMDb page identity,1592,multiclass,DS-P39132-PROTOCOL-WF,SCH0481,Training: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time. Testing: Each task benchmarks learned models using five-fold cross-validation; folds are not grouped by collection time.,,,pooled_kfold_or_cross_validation,,action_or_visit,see_dimension_specific_rq2_decisions,eligible,,EVD2491 | EVD2492 | EVD2493 | EVD2494 | EVD2495 | EVD2496
DES0219,P39132,semantic_inference,Cache-to-no-cache domain transfer,domain identity,6472,multiclass,DS-P39132-PROTOCOL-WF,SCH0480,Training: Models trained only on cached traffic are tested on non-cached traffic and vice versa. Testing: Models trained only on cached traffic are tested on non-cached traffic and vice versa.,,,condition_holdout_non_temporal,,action_or_visit,see_dimension_specific_rq2_decisions,eligible,,EVD2497 | EVD2498 | EVD2499 | EVD2500 | EVD2501 | EVD2502
DES0220,P39132,semantic_inference,Mixed-cache domain fingerprinting,domain identity,6472,multiclass,DS-P39132-PROTOCOL-WF,SCH0480,Training: The mixed scenario includes cached and non-cached samples in training and tests on an unseen mixture. Testing: The mixed scenario includes cached and non-cached samples in training and tests on an unseen mixture.,,,pooled_kfold_or_cross_validation,,action_or_visit,see_dimension_specific_rq2_decisions,eligible,,EVD2503 | EVD2504 | EVD2505 | EVD2506 | EVD2507 | EVD2508
