rq1_scheme_decision_id,scheme_id,paper_id,dataset_id,dimension,outcome,condition_pair,complete_class_count,common_pair_class_count,complete_scheme_verified,stable_semantics_verified,condition_membership_recoverable,fresh_parent_traffic_both_values,evidence_ids,decision_basis,confidence
R1S0480,SCH0177,P16418,DS-P16418-XATU-ISP-2019,temporal,supported,"April 24 to June 12, 2019 | July 3 to August 1, 2019",2,2,yes,yes,yes,yes,EVD1753 | EVD1757 | EVD1752 | EVD1755,The attack-specific binary labels are evaluated in non-overlapping chronological periods. Balanced attack and non-attack training plus validation overhead and test false-positive evaluation establish both labels across the period pair. Distinct calendar windows contain fresh NetFlow observations.,high
R1S0481,SCH0178,P16418,DS-P16418-XATU-ISP-2019,client,not_documented,,2,,yes,yes,unknown,unknown,EVD1756 | EVD1752,The available evidence does not map every complete label to two recoverable client values with fresh parent traffic.,medium
R1S0482,SCH0178,P16418,DS-P16418-XATU-ISP-2019,network,not_documented,,2,,yes,yes,unknown,unknown,EVD1756 | EVD1752,The available evidence does not map every complete label to two recoverable network values with fresh parent traffic.,medium
R1S0483,SCH0178,P16418,DS-P16418-XATU-ISP-2019,temporal,supported,"April 24 to June 12, 2019 | July 3 to August 1, 2019",2,2,yes,yes,yes,yes,EVD1753 | EVD1757 | EVD1752 | EVD1755,The attack-specific binary labels are evaluated in non-overlapping chronological periods. Balanced attack and non-attack training plus validation overhead and test false-positive evaluation establish both labels across the period pair. Distinct calendar windows contain fresh NetFlow observations.,high
R1S0484,SCH0179,P16418,DS-P16418-XATU-ISP-2019,client,not_documented,,2,,yes,yes,unknown,unknown,EVD1756 | EVD1752,The available evidence does not map every complete label to two recoverable client values with fresh parent traffic.,medium
R1S0485,SCH0179,P16418,DS-P16418-XATU-ISP-2019,network,not_documented,,2,,yes,yes,unknown,unknown,EVD1756 | EVD1752,The available evidence does not map every complete label to two recoverable network values with fresh parent traffic.,medium
R1S0486,SCH0179,P16418,DS-P16418-XATU-ISP-2019,temporal,supported,"April 24 to June 12, 2019 | July 3 to August 1, 2019",2,2,yes,yes,yes,yes,EVD1753 | EVD1757 | EVD1752 | EVD1755,The attack-specific binary labels are evaluated in non-overlapping chronological periods. Balanced attack and non-attack training plus validation overhead and test false-positive evaluation establish both labels across the period pair. Distinct calendar windows contain fresh NetFlow observations.,high
R1S0487,SCH0180,P17056,DS-P17056-LTE-FINGERPRINT,client,not_documented,,9,,yes,unknown,unknown,unknown,EVD0966,"Five configs are reported, but no full app-by-config map.",medium
R1S0488,SCH0180,P17056,DS-P17056-LTE-FINGERPRINT,network,supported,any two carriers,9,9,yes,yes,yes,yes,EVD0967,Table IV reports every app under each carrier; only carrier/eNodeB composites are supported.,high
R1S0489,SCH0180,P17056,DS-P17056-LTE-FINGERPRINT,temporal,supported,early vs late per-app capture,9,9,yes,yes,yes,yes,EVD0969,Each app/interaction group is reported collected separately for six months; dates/confounders are absent.,medium
R1S0490,SCH0181,P17148,DS-CIC-IDS-2017,client,not_documented,,2,,yes,yes,unknown,unknown,EVD1762 | EVD1759 | EVD1761,The available paper and dataset evidence does not map every label to two recoverable client values.,medium
R1S0491,SCH0181,P17148,DS-CIC-IDS-2017,network,documented_no_support,,2,,yes,yes,yes,no,EVD1762 | EVD1759 | EVD1761,The complete scheme comes from one documented benchmark testbed or capture environment rather than two network values shared by every label.,high
R1S0492,SCH0181,P17148,DS-CIC-IDS-2017,temporal,not_documented,,2,,yes,yes,unknown,unknown,EVD1762 | EVD1759 | EVD1761,The available paper and dataset evidence does not map every label to two recoverable temporal values.,medium
R1S0493,SCH0182,P17148,DS-P17148-EBPF-REPRODUCTION,client,documented_no_support,,2,,yes,yes,yes,no,EVD1759,The reproduction uses one fixed two-host testbed rather than two client environments shared by both labels.,high
R1S0494,SCH0182,P17148,DS-P17148-EBPF-REPRODUCTION,network,documented_no_support,,2,,yes,yes,yes,no,EVD1759,The reproduction uses one fixed testbed network rather than two network environments shared by both labels.,high
R1S0495,SCH0182,P17148,DS-P17148-EBPF-REPRODUCTION,temporal,supported,documented training date versus documented testing date,2,2,yes,yes,yes,yes,EVD1760,Both benign and intrusion traffic are freshly captured on the separate training and testing dates.,high
R1S0496,SCH0183,P17269,DS-MALWARE-TRAFFIC-ANALYSIS-NET,client,not_documented,,80,,yes,unknown,unknown,unknown,EVD1986,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0497,SCH0183,P17269,DS-MALWARE-TRAFFIC-ANALYSIS-NET,network,not_documented,,80,,yes,unknown,unknown,unknown,EVD1986,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0498,SCH0183,P17269,DS-MALWARE-TRAFFIC-ANALYSIS-NET,temporal,documented_no_support,<=2018-08-01 versus >=2019-02-01 (six-month-separated windows),80,18,yes,unknown,unknown,unknown,EVD1177 | EVD0832,"Temporal evaluation is feasible only for a subset: 38/80 families have any pair at least six months apart, while one common conservative early/late split covers 18/80. Client and network factors are not controlled.",high
R1S0499,SCH0184,P17269,DS-BTU-MALWARE,client,not_documented,,33,,yes,unknown,unknown,unknown,EVD1988,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0500,SCH0184,P17269,DS-BTU-MALWARE,network,not_documented,,33,,yes,unknown,unknown,unknown,EVD1988,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0501,SCH0184,P17269,DS-BTU-MALWARE,temporal,not_documented,,33,,yes,unknown,unknown,unknown,EVD1988,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0502,SCH0185,P17269,DS-BTU-MALWARE,client,not_documented,,29,,yes,unknown,unknown,unknown,EVD1987,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0503,SCH0185,P17269,DS-BTU-MALWARE,network,not_documented,,29,,yes,unknown,unknown,unknown,EVD1987,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0504,SCH0185,P17269,DS-BTU-MALWARE,temporal,not_documented,,29,,yes,unknown,unknown,unknown,EVD1987,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0505,SCH0186,P17269,DS-CIC-INVES-ANDMAL-2019,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1989 | EVD1763 | EVD1764,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S0506,SCH0186,P17269,DS-CIC-INVES-ANDMAL-2019,network,not_documented,,2,,yes,unknown,unknown,unknown,EVD1989 | EVD1763 | EVD1764,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S0507,SCH0186,P17269,DS-CIC-INVES-ANDMAL-2019,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1989 | EVD1763 | EVD1764,The available evidence does not establish the complete scheme under one common condition pair.,medium
R1S0508,SCH0190,P17269,DS-CIC-INVES-ANDMAL-2019,client,not_documented,,42,,yes,unknown,unknown,unknown,EVD1985,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0509,SCH0190,P17269,DS-CIC-INVES-ANDMAL-2019,network,not_documented,,42,,yes,unknown,unknown,unknown,EVD1985,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0510,SCH0190,P17269,DS-CIC-INVES-ANDMAL-2019,temporal,not_documented,,42,,yes,unknown,unknown,unknown,EVD1985,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0511,SCH0191,P17323,DS-P42427-FOAP-AUTO,client,not_documented,,1000,,yes,unknown,unknown,unknown,EVD1994,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0512,SCH0191,P17323,DS-P42427-FOAP-AUTO,network,not_documented,,1000,,yes,unknown,unknown,unknown,EVD1994,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0513,SCH0191,P17323,DS-P42427-FOAP-AUTO,temporal,not_documented,,1000,,yes,unknown,unknown,unknown,EVD1994,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0514,SCH0192,P17323,DS-NUDT-MOBILETRAFFIC-2020,client,not_documented,,100,,yes,unknown,unknown,unknown,EVD0906,"177 hosts and five OS levels are reported, but not whether every app occurs in two configurations.",medium
R1S0515,SCH0192,P17323,DS-NUDT-MOBILETRAFFIC-2020,network,not_documented,,100,,yes,unknown,unknown,unknown,EVD1996,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S0516,SCH0192,P17323,DS-NUDT-MOBILETRAFFIC-2020,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD0908,Overall months are known but application-to-date membership is not.,medium
R1S0517,SCH0193,P17323,DS-FG-NET,client,not_documented,,53,,yes,unknown,unknown,unknown,EVD1995,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0518,SCH0193,P17323,DS-FG-NET,network,not_documented,,53,,yes,unknown,unknown,unknown,EVD1995,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0519,SCH0193,P17323,DS-FG-NET,temporal,supported,D1 versus D2,53,53,yes,yes,yes,yes,EVD0816,"The full app task is cross-time partitionable at 28 days, but does not meet the 3-, 6-, or 12-month thresholds.",high
R1S0520,SCH0194,P17713,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,client,not_documented,,13,,yes,unknown,unknown,unknown,EVD0979,"Configuration totals are aggregate, not per game title.",medium
R1S0521,SCH0194,P17713,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,network,supported,laboratory vs partner-ISP deployment network,13,13,yes,yes,yes,yes,EVD1197,"The same 13 game-title labels occur in the laboratory and partner-ISP deployment-network evaluation. The field component is not publicly released and the contrast aliases network, vantage, client, user, and time changes.",high
R1S0522,SCH0194,P17713,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,temporal,not_documented,,13,,yes,unknown,unknown,unknown,EVD1999 | EVD2001,Class-to-condition evidence is insufficient for a feasibility conclusion.,low
R1S0523,SCH0195,P17713,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD0979,"Configuration totals are aggregate, not per game title.",medium
R1S0524,SCH0195,P17713,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,network,not_documented,laboratory vs partner-ISP deployment network,3,13,yes,unknown,unknown,unknown,EVD1197,"The same 13 game-title labels occur in the laboratory and partner-ISP deployment-network evaluation. The field component is not publicly released and the contrast aliases network, vantage, client, user, and time changes.",high
R1S0525,SCH0195,P17713,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD2000,Class-to-condition evidence is insufficient for a feasibility conclusion.,low
R1S0526,SCH0196,P17818,DS-RECON-APPVERSIONS,client,not_documented,earlier vs later application release (five-app extended subset),512,5,yes,unknown,unknown,unknown,EVD1102,"Five app classes are explicitly versioned over repeated captures; the remaining class-to-version and class-to-device mappings are unknown, and device instances are not necessarily distinct platforms.",medium
R1S0527,SCH0196,P17818,DS-RECON-APPVERSIONS,network,not_documented,,512,,yes,unknown,unknown,unknown,EVD2009,Capture site/access network/provider conditions are not mapped to application classes.,low
R1S0528,SCH0196,P17818,DS-RECON-APPVERSIONS,temporal,not_documented,early vs late daily capture in the five-app extended subset,512,5,yes,unknown,unknown,unknown,EVD1103 | EVD1104,"At least five application classes have repeated daily/versioned captures, permitting a five-class relative-time subset; coverage of the remaining 507 classes is unknown.",medium
R1S0529,SCH0197,P17818,DS-CROSS-PLATFORM-2017,client,not_documented,,31,,yes,unknown,unknown,unknown,EVD0837,"Android/iOS diversity exists globally, but no common application-class mapping across the OS conditions is documented; the 31-app follow-up stack is also unreported.",high
R1S0530,SCH0197,P17818,DS-CROSS-PLATFORM-2017,network,not_documented,,31,,yes,unknown,unknown,unknown,EVD2015 | EVD2016,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0531,SCH0197,P17818,DS-CROSS-PLATFORM-2017,temporal,not_documented,,31,,yes,unknown,unknown,unknown,EVD2015 | EVD2016,The original Cross-Platform corpus does not document a within-dataset class-overlapping temporal condition map; the later recapture is evaluated only as a cross-dataset protocol.,high
R1S0532,SCH0198,P17818,DS-P17818-FLOWPRINT-CROSS-PLATFORM-RECAPTURE-2020,client,not_documented,,31,,yes,unknown,unknown,unknown,EVD2015 | EVD2016,Class-to-condition evidence is insufficient for a feasibility conclusion.,low
R1S0533,SCH0198,P17818,DS-P17818-FLOWPRINT-CROSS-PLATFORM-RECAPTURE-2020,network,not_documented,,31,,yes,unknown,unknown,unknown,EVD2015 | EVD2016,Class-to-condition evidence is insufficient for a feasibility conclusion.,low
R1S0534,SCH0198,P17818,DS-P17818-FLOWPRINT-CROSS-PLATFORM-RECAPTURE-2020,temporal,not_documented,,31,,yes,unknown,unknown,unknown,EVD0987,The 26-month predecessor is a separate canonical dataset and cannot be combined at this stage.,high
R1S0535,SCH0199,P17818,DS-ANDRUBIS,client,not_documented,,1030000,,yes,unknown,unknown,unknown,EVD2007,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0536,SCH0199,P17818,DS-ANDRUBIS,network,not_documented,,1030000,,yes,unknown,unknown,unknown,EVD2007,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0537,SCH0199,P17818,DS-ANDRUBIS,temporal,documented_no_support,,1030000,0,yes,unknown,unknown,unknown,EVD0841,The aggregate multi-year span cannot yield within-app temporal comparison because each application class has one parent execution.,high
R1S0538,SCH0200,P17818,DS-CROSS-PLATFORM-2017,client,not_documented,,411,,yes,unknown,unknown,unknown,EVD0837,"Android/iOS diversity exists globally, but no common application-class mapping across the OS conditions is documented; the 31-app follow-up stack is also unreported.",high
R1S0539,SCH0200,P17818,DS-CROSS-PLATFORM-2017,network,not_documented,,411,,yes,unknown,unknown,unknown,EVD2008,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0540,SCH0200,P17818,DS-CROSS-PLATFORM-2017,temporal,not_documented,,411,,yes,unknown,unknown,unknown,EVD2008,The original Cross-Platform corpus does not document a within-dataset class-overlapping temporal condition map; the later recapture is evaluated only as a cross-dataset protocol.,high
