rq2_design_decision_id,design_id,paper_id,scheme_ids,dimension,outcome,condition_pair,complete_scheme_verified,condition_grouping_before_sample_split,parent_captures_disjoint,condition_status,evidence_ids,decision_basis,confidence
R2D0540,DES0180,P48723,SCH0449,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1682,The design does not separate elapsed collection periods.,high
R2D0541,DES0181,P48723,SCH0449,client,documented_holdout,Chrome and Firefox,yes,yes,yes,documented_holdout,EVD1683,Browser identity determines the partition and each browser has independently crawled complete labels.,high
R2D0542,DES0181,P48723,SCH0449,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1683,The 2022 browser comparisons use the same Frankfurt AWS region.,high
R2D0543,DES0181,P48723,SCH0449,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1683,The design does not separate elapsed collection periods.,high
R2D0544,DES0182,P48723,SCH0449,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1684,The same Chrome client supplies both partitions.,high
R2D0545,DES0182,P48723,SCH0449,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1684,The 2022 browser comparisons use the same Frankfurt AWS region.,high
R2D0546,DES0182,P48723,SCH0449,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1684,The design does not separate elapsed collection periods.,high
R2D0547,DES0183,P48723,SCH0449 | SCH0450,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1685,The same Chrome client supplies both partitions.,high
R2D0548,DES0183,P48723,SCH0449 | SCH0450,network,not_documented,,unknown,unknown,unknown,not_documented,EVD1685,The 2023 network location is not sufficiently documented for a network holdout decision.,high
R2D0549,DES0183,P48723,SCH0449 | SCH0450,temporal,documented_holdout,Chrome 2022 and Chrome 2023,yes,yes,yes,documented_holdout,EVD1685,Separate one-year crawl campaigns determine the partition and parent responses are disjoint.,high
R2D0550,DES0239,P07480,SCH0003,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0001 | EVD0002,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0551,DES0239,P07480,SCH0003,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1203,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0552,DES0239,P07480,SCH0003,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1883,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0553,DES0240,P07480,SCH0004,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0003 | EVD0004,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0554,DES0240,P07480,SCH0004,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1204,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0555,DES0240,P07480,SCH0004,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1884,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0556,DES0241,P07480,SCH0002,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0005 | EVD0006,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0557,DES0241,P07480,SCH0002,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1205,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0558,DES0241,P07480,SCH0002,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1885,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0559,DES0242,P07480,SCH0005,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0007 | EVD0008,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0560,DES0242,P07480,SCH0005,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1206,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0561,DES0242,P07480,SCH0005,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1886,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0562,DES0243,P07480,SCH0006,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0009 | EVD0010,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0563,DES0243,P07480,SCH0006,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1207,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0564,DES0243,P07480,SCH0006,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1887,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0565,DES0244,P12435,SCH0022,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0011,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0566,DES0244,P12435,SCH0022,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1208,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0567,DES0244,P12435,SCH0022,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1888,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0568,DES0245,P12435,SCH0020,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0012,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0569,DES0245,P12435,SCH0020,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1209,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0570,DES0245,P12435,SCH0020,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1889,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0571,DES0246,P12435,SCH0023,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0013,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0572,DES0246,P12435,SCH0023,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1210,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0573,DES0246,P12435,SCH0023,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1890,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0574,DES0247,P12435,SCH0019,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0014,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0575,DES0247,P12435,SCH0019,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1211,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0576,DES0247,P12435,SCH0019,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1891,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0577,DES0248,P12435,SCH0021,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0015,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0578,DES0248,P12435,SCH0021,network,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1212,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0579,DES0248,P12435,SCH0021,temporal,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD1892,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D0580,DES0249,P13076,SCH0024,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0016,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0581,DES0249,P13076,SCH0024,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1213,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0582,DES0249,P13076,SCH0024,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD1893,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0583,DES0250,P13076,SCH0028,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0017,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0584,DES0250,P13076,SCH0028,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1214,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0585,DES0250,P13076,SCH0028,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD1894,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0586,DES0251,P13076,SCH0026,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0018,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0587,DES0251,P13076,SCH0026,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1215,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0588,DES0251,P13076,SCH0026,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD1895,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0589,DES0252,P13076,SCH0027,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0019,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0590,DES0252,P13076,SCH0027,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1216,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D0591,DES0252,P13076,SCH0027,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD1896,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
